"Text","Is Delay"
"done corrective preventative action following previous theft nature","0"
"discussing safety ideas propping inspection tagging bridges installations","0"
"location per area contamination circa 2m x 5m depth unknown nature estimated quantity volume concentration pollutants involved known","0"
"hwc unable isolate water supply king darby due faulty stop valve","0"
"8 compressed silty clay","0"
"345 meeting 8 10 18","0"
"continue working access tracks prep work fob1","0"
"pot hole water main s3","0"
"pipe not identified gas plan jemena contacted conduct drill tap","0"
"condition existing stone require replacement mitigate effect overlying leanmix concrete subbase trackform pavements","0"
"daracon sandblasting concrete footpath perkins st pedestrian crossing next robson employees installing stormwater drainage","0"
"continued excavation mc00 rock cut mcd0","0"
"345 meeting 4 10 18","0"
"345 meeting minutes","0"
"rain","0"
"300mm rock abutment s3","0"
"costs delays robson 5t excavator stand approx","0"
"confirmed subgrade replacement power lines s3 done safely accredited spotter still awaiting confirmed date remove power","0"
"positive advice hudson civil proof check pittsherry expected monday mix design resubmission progressing","0"
"robson civil instructed stop work review method ans swms second incident 2 days","1"
"345 meeting 10 9 18","0"
"compound access road","0"
"grant mcpherson","0"
"sedimentation basin design meeting 2 gareth davey civil supervisor jeff ekert environmental advisor michael hay ipd consulting sean fisher ipd consulting","0"
"removal meshand drill","1"
"overhead power line markers working well","0"
"valves installed part water relocation v8 supercars project","0"
"tool box meeting held","0"
"spill cleaned spoil removed site","0"
"planned fixing cage troy gleeson","0"
"325 dayworks pit sherry 900am500pm","0"
"drainage","0"
"wet weather overnight delayed cleaning existing sediment trap","1"
"steve aitken","0"
"impact estimated follows � 200250l diesel adblue approximately � roughly area 2m x 5m surface area impacted depth impact not currently known","0"
"borrow pit 120t excavator loading blast rock construct haul roads workshop compound","0"
"excavation stiffhard layer clay placement 250500 mm sub2 class3","0"
"sydney trains services located northern footpath scott street near watt street approx","0"
"pile driving","0"
"muddy","1"
"delay rainfall","1"
"redundant service removed","1"
"fortunately no cables damaged","0"
"works expected complete cob today","0"
"two panel yards working saturdays ensure panels available time earthworks backfill","0"
"concern main shallow within road","0"
"long term permanent signage pateena road","0"
"begin access roads s3","0"
"environmental no go zone ch2750 installed per spec","0"
"swms reviewed sign onto","0"
"first unload site piles","0"
"wdtc kelly young reported 3 separate near miss incidents involving motorists failing stop portable red light signal eastern end pkg","0"
"pipe 200mm diameter","0"
"access s6","0"
"reviewed mw unloadload vehicle truck swms adjusted suit task","0"
"access roads progressing well site taking shape","0"
"directional drill illawarra road hv cable starting monday","0"
"exclusion zone placed","0"
"reference daily diary","0"
"stop flood","1"
"hps submitted prior proof roll","0"
"stand well away traffic lane talking","0"
"traffic slowed 70km h along illawarra road working hours","0"
"good plant separation","0"
"slow progress","1"
"6m deep","0"
"action arc investigate vic production clevises ingal centrifuge dipping","0"
"light pole ju37087 designed relocated due designed change kerb alignment","0"
"advised specific moxy driver unsecured paod","0"
"stay safe","0"
"geotech drilling s3","0"
"havent found rock yet first bore hole s3 spt 39 32","0"
"ch10880 robson mechanically excavating trench crossing worth pl","0"
"build office compound including access roads","0"
"29 05 18 continue removing concrete footing load bogies 1hr","0"
"grinder marks container door","0"
"fob2 compound establishment","0"
"weld tent quality","0"
"tom gibbs read prestart gareth davey shaw safety flash regarding recovery bogged vehicles","0"
"stay safe great weekend","0"
"geofabric subgrade replacement s3 s4","0"
"stormwater line charged high tide water spilling pressure","0"
"site access roads","0"
"stripping","0"
"site bus ulverstone booked start 22 10 18 managing","0"
"sewer supply connection found","1"
"continuing establishment key equipment","0"
"compound stripping crew","0"
"soon beams","0"
"troy tom progress steel fixing jig fabrication","0"
"access","0"
"team morale good works progressing well","0"
"began removing trees mc00 rock cut","0"
"continue sub grade replacement s4","0"
"protected conduit black tarp concreted reinstating footpath","0"
"pot holing sewer main","0"
"trimming batters things tidying mc02","0"
"rock breaking borrow pit haul road","0"
"3hrs include mobilization block","0"
"got pos today 450pm","0"
"defribulators ordered","0"
"345 meeting 3 10 18","0"
"jemana site indemnified redundant supply feed","0"
"grout spray","1"
"bh18 s4","0"
"s5 s6 establishment relocation fob2 containers","0"
"minimal damage done pipe may plug lifting hole knocked small patch required","0"
"75mm class 4 going abutment b foundation s6","0"
"slowed works due rain event","1"
"effective cohesion reinforced fill adopted design shall taken zero","0"
"continue monitoring progress design packages planning commence precast panels pile driving 8 10 18 pending approval proof checker dsg","0"
"removal brriers package","0"
"sequence works 8t excavating trench uncovered road notify heritage consultant excavation director sa","1"
"progressed s3 geotech drilling","0"
"exclusion zone signage established around work area","0"
"inspection panel r438 banewall precast yard","0"
"operational","0"
"unautorisred entry steel street portaloo overturned fence broken open","0"
"s02 filling","0"
"345 meeting 11 9 18","0"
"security cameras ordered project","0"
"installed loose rock signs along illawarra road","0"
"potential heritage timber post ch 11807 uncovered excavating csr trench 14t excavator block 5 1305","1"
"ip 2 indicated speed time approx 8085km hr exited site passed 100km hr sign","0"
"reiterate importance using correct manual handling technique risk repetitive strains overexertion importance rest pauses duty reporting incidents injuries moment occur not hours later","0"
"borrow pit haul roads","0"
"wet weather high winds forecast today","1"
"joel came main office suggestion consideration weekly hse meeting","0"
"recordings undertaken franz approval given remove","0"
"live 300 water main pot holed flagged friday 31 08 18 digga vac truck booked inducted","0"
"clean rainstorm","1"
"unknown service uncovered","1"
"complete possible subgrade replacement 30 progress laydown yard","0"
"ex1200 loading","0"
"mcd0 foundation works","0"
"40 progress egm contingency item subgrade replacement s4","0"
"delay flood","1"
"tom steers","0"
"geotechnical investigation","0"
"s3 pile driving splicing","0"
"delay mist","1"
"fob2 compound slab poured","0"
"inrush water slowed excavations assessed valley civilab","1"
"block 02 northern footpath upgrade works excavation","0"
"tree root concrete foundation way proposed gpt outlet pipe","1"
"equipment establishment continues align next weeks work schedule","0"
"condition report conducted hired 20t roller sherrin hire","0"
"timber sleeper found service locating pothole whilst completing ndd","0"
"however hwc suggested connection old damage unavoidable","1"
"continued construction s3 access road","0"
"subcontractor agreements","0"
"steel laydown fixing yard start 8 10 18","0"
"lay yard borrow","0"
"awaiting full possession site commence critical program works","0"
"s4 abutment ready proof roll fill","0"
"unidentified vc pipe block 3 rilunning center road","1"
"site compound hard stand stripping","0"
"investigating expose condition wolfe st","0"
"delay flood","1"
"lug welded pile prevent chains slipping standing piles","0"
"rup1 rup2 access nick moore start 4 10 18","0"
"council hammering newly installed aco drain outside 489 hunter st worth place south side","0"
"vsjv team looking forward achieving full possession site today well done involved","0"
"set wall footing excavations","0"
"dynapac c612d 66 kg cm force used","0"
"non conformance 682","0"
"approx 800pm jemena commenced excavation perform permanent repairs","0"
"chase electrician cec cert","0"
"met maxfield drilling forze explosive services coordinate drilling blasting works scheduled commence 1st october 2018","0"
"additional traffic management illawarra road s5 s6 access construction","0"
"met key supplier arc site regarding upcoming supply galvanized rd clevises critical item commence panel manufacture supply reinforcing four casting yards plus site works ensure risk potential delays addressed","0"
"verified set designer ok","0"
"approx 100mm diameter pipe cast iron","0"
"carpenter 1","0"
"specification requirement fill unclear however density testing adequate compaction ensured","0"
"details follows hi tom today mark brooks approached shared concern may working live load standing inside edge culvert landing even low ground","0"
"pda piles","0"
"ga shows no pile behind r438 shop drawing alignment not showing gross errors","0"
"pipe cracked 90 full sediment","1"
"arrival 353 d6","0"
"received signed fencing agreements bill gibson rhonda kelly","0"
"pipe broken","1"
"bee hives mckinnon property near alignment","1"
"plant parked waiting lightning pass mudford notified clear ground personnel structures head crib rooms passed","1"
"signage 100k hr 40k hr traffic not fully compliant limits imposed","0"
"315pm whilst mechanically excavating around tcs post ne corner hunter st","0"
"potential acid sulphate materials","1"
"clashing occurred","1"
"zane clarke","0"
"inclement weather high speed wind rain","1"
"preliminary onsite measurements followed comprehensive survey identify effected areas","0"
"sod turning infrastructure minister rockliff","0"
"2m deep layers subgrade replacement import rate improve","0"
"water main contractor progressing however still site","0"
"existing damage","1"
"tilt panel training session 2","0"
"need full possession site","1"
"advice bcrc hcm s50 s55 s40high slump technical memo high vpv results not come monday 22 10 18","0"
"vms board located western end package c lhs","1"
"stormwat buried","1"
"observed staff working accordance project systems","0"
"precast wall panels vec","0"
"set longterm traffic management","0"
"conducted review gravel deliveries consultation workers morning prestart","0"
"pratt came scene approximately 2pm perform temporary repair","0"
"remove 100 trail section tried dry add additional rock tensor geofab cover 2","0"
"portaroof ohs compliance work progress mw","0"
"312 sediment basin s4","0"
"duncan working hot plate","0"
"witnessed saturday attention curing launceston yard preparation casting monday 10am","0"
"duncan watson progressing well qa bridge foundations continuous communication designers ps rare","0"
"keen obtain ifc design allow pile driving precast production reo scheduling full release supt concrete mix hps commence precast beam manufacture","0"
"phil wangernickt diligence hired plan inspections adam blake communication culture","0"
"also set road closures midland highway ensure safe controls around blasting","0"
"ps benkelman beam test","0"
"high winds stopped formwork lifts s06 end post installing foam s05 approach","1"
"hwc call repair works cost determine","0"
"simon set group text message assist emergency event per emergency drill undertook 2 days ago","0"
"two panel yards working saturdays ensure panels available time earthworks backfill","0"
"dennis","0"
"three drill rigs drilling ensure stay program achieve wednesdays blast cut","0"
"long term traffic sign post concreted ready sign installation next week","0"
"zane fill s3 reaching base wall","0"
"hired plant conducted forze truck","0"
"development works borrow pit","0"
"drainage issue poor material cbr 10 not helping situation","0"
"delay typhoon","1"
"5mm rain recorded package c 3mm recorded package works canned package c","0"
"procured required stationary delivered two main prestart locations main office fob1","0"
"fine windy","0"
"received phase 2 possession site allowing compound workshop constructed including ancillary works","0"
"brodie armstrong developed site environmental plan submitted jeff ekert","0"
"silt fence installation preparation geo tech s4","0"
"duncan good example safety circle","0"
"grout micropiling casing sprayed casing injecting air casing","0"
"5m x 200mm precast concrete rewall panels formed base reinforcing place","0"
"digga 8t excavator","0"
"55mpa trial cylinders follow 22nov","0"
"pkg vms board reported external stakeholder coates hire side roadside","0"
"continue geotechnical investigation structures","0"
"location block 01 northwestern corner worth pl","0"
"5 hr break 265","0"
"preparation borrow pit blast set","0"
"refer site sign register","0"
"continued construction borrow pit haul road towards mcj0 alignment","0"
"pkg b rain event started friday night 19 10 2018","0"
"no issues","0"
"due subgrade failure pavements pavements effected areas removed allow remediation effected subgrade material","0"
"traffic accident hunter street","0"
"s4 subgrade replacement 60","0"
"1 hr vec resourcing meeting completed today procurement s3 panels commence","0"
"whilst digging sewer","0"
"upon operator commencement noticed pile rig broken","1"
"exclusion zone established around drill rig","0"
"please let know think organise something","0"
"3m south existing kerb line","0"
"newcomen bolton st","0"
"traffic slowed 40km construction new access illawarra road","0"
"pre start safety circle glasses reverse alarms","0"
"minor damage possibly caused low loader made brief parallel contact single length barrier","0"
"reported events mw","0"
"culvert collapsed forced excavator fall","1"
"dw issue onesteel white cards toll delivery driver ongoing","1"
"mark beckett","0"
"transfer resources s1","0"
"pkg b rain event started 09 10 2018 400pm","0"
"existing 825mm storm drain pipe damaged connection rcbc culvert","0"
"protected area masked owl habitat","0"
"similar sydney trains services located throughout project","0"
"hi asked today site brady castles pre start ewp could review swms get knowledge date","0"
"additional stormpro installed additional concrete poured pipe pipe connection required tie existing w running east west","0"
"345 meeting 5 9 18","0"
"32mm found beneath pavement crossing scott st","0"
"geo tech drilling s3 expected finished today ready start s2","0"
"2 workers angle grinding picket","0"
"18m 310uc158s","0"
"mark","1"
"commenced bus transport ulverstone","0"
"excavation stormwater 01 99","0"
"loading topsoil cleaning borrow pit drill blast operation","0"
"potential delay underneath piles","1"
"plumbers inserted mandrel","0"
"arrival 265","0"
"blast guard duty traffic control position 2","0"
"large fragments fell manhole potentially damaging live cables","0"
"cost tbc robson vac truck working hwc 1 2 hour","0"
"nlr community team notified businesses emergency situation","0"
"mark excavation parameters preparation sub grade works s4","0"
"silt fence installation around topsoil stockpile compound","0"
"geo tech s3","0"
"findings leading hand performed first aid care wrapping affected wrist elastic bandage support wrist inhibit flexing","0"
"team getting signs ready installed","0"
"access road construction s5 s6","0"
"precast panel production","0"
"x4 s4","0"
"met bill gibson kelly get signed land owner agreements","0"
"tasrail meeting","0"
"stripping topsoil mc00 mcd0 alignments","0"
"fine water yesterdays rain soaking hills creating issues","1"
"site compound","0"
"advised civil supervisor advised plant operators incident take precautions minimise reoccurrence","0"
"removal asbestos water main overhead powerlines delaying excavation s3 abutment","1"
"earthen ware pipe discovered scott st opposite newcastle station demolition works hoarding area","0"
"believe may coming elbow south footpath","0"
"tree falling","0"
"strong wind lunch","1"
"located fibre optic 6m fence 1","0"
"see daily diary","0"
"see prestart","0"
"continuous rain caused certain works cancelled slow progress","1"
"hughes office supplies site installing office equipment offices fob1","0"
"wind expected pick midday","1"
"ctb","0"
"witnessed saturday attention curing launceston yard preparation casting monday 10am","0"
"material left uncovered weekend samples taken monday","0"
"approximately 30 old 12 gauge cartridges poor condition","0"
"stripping mc00 rock cut","0"
"package b rain event started 13 12 2018 midnight","1"
"access road bridge crews container site","0"
"19 04 18 sydney trains rail line section uncovered removal 01 05 18 5t spotter 6hrs fitter 3hrs 30 04 18 another oversized footing uncovered removal footing 03 05 18 5t excavator hammer attachment spotter 5hr 30 04 18 unknown cables uncovered 4hr stand due access issues 5t spotter 07 05 18 1x cable cut 04 05 18 hammering remaining concrete pieces load recycling 5t spotter 9hr bogie truck 7hr 15 05 18 2x unknown pipes encountered delay 5t spotter 4hr waiting investigation pipes could not excavate due location services found redundant removal instructed","1"
"bogged","0"
"assets clash proposed telstra 01","1"
"first pile going abutment b s4","0"
"excavation mc00 cut placement fill","0"
"blinded today","0"
"sediment settlement ponds","0"
"unclassified slag discovered","1"
"2x self bunded chemical fuel containers delivered site","0"
"works ceased due wet weather across site packages","1"
"ex02 borrow pit haul road","0"
"continue site establishment","0"
"fob2 s5 s6 compound slab prep","0"
"1020am wednesday 20th june 2018 kia suv collided multicombination vehicle resulting subsequent collision great wall utility warrego highway","0"
"expect suitable wall foundation","0"
"extent contamination not known material test results confirm material indeed asbestos slab completely removed","1"
"sight line east crossing","0"
"cable found","1"
"22 seater come tomorrow trailer weld tent","0"
"forecast deluge","1"
"earthworks equipment onsite ready work full possession site granted dsg","0"
"confirmed ps rep geotechnical drilling complete s3 tuesday 25 09 18 ensuring subgrade replacement continue s4 without delay","0"
"evidently due hansen yunkens pit adjustments construction university","0"
"geotech test pitting","0"
"team setting silt fencing","0"
"portal roof installed fob1","0"
"mainly fine day","0"
"existing protection slab covering hv line southern crossing steel st","0"
"update 2 08 18 supervisor site shane erceg provided information indicates initial report theft completely inaccurate","1"
"stopped work s01 s02 due high winds","1"
"well managed exclusion zones s3 s4","0"
"allowable excavation limits completed 2 10 18","0"
"first tree cut","0"
"3 hours removing pavement around sleeper","0"
"team progressing well establishing site","0"
"60 type delivered s1 stockpile not blended properly","0"
"1 tas watermain leak found good progress completion moving offsite us","0"
"structures team settling routine site works nick moore completing first week site progressing well successfully opening open dialogue key stakeholder business client tasrail","0"
"stop shower","1"
"confirmed drill team working outside 5m exlcusion zone rail corridor","0"
"near tiein point 1pm","0"
"heavy rain cant start work","1"
